"filename", "language", "TypeScript", "CSS", "JSON", "HTML", "JavaScript", "XML", "Markdown", "comment", "blank", "total"
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.britechart.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.calendar.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.chartjs.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.customers.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.dashboard-analytics.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.dashboard-crm.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.dashboard-projects.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.dashboard.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.datatable-init.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.form-wizard.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.google-maps.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.inbox.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.jstree.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.materialdesignicons.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.products.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.profile.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.project-detail.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.project-gantt.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.quilljs.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.sellers.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.simplemde.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.sparkline.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.tasks.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.timepicker.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.toastr.js", "JavaScript", 0, 0, 0, 0, -83, 0, 0, 0, -1, -84
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.typehead.js", "JavaScript", 0, 0, 0, 0, -165, 0, 0, 0, -1, -166
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.vector-maps.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\pages\demo.widgets.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\ui\component.chat.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\ui\component.dragula.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\ui\component.fileupload.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\ui\component.range-slider.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\ui\component.rating.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\ui\component.todo.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor.min.js", "JavaScript", 0, 0, 0, 0, -17515, 0, 0, -2962, -4479, -24956
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\Chart.bundle.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -6, -1, -8
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\apexcharts.min.js", "JavaScript", 0, 0, 0, 0, -3, 0, 0, -11, -1, -15
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\britecharts.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -1, 0, -2
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\buttons.bootstrap5.min.js", "JavaScript", 0, 0, 0, 0, -55, 0, 0, -4, -1, -60
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\buttons.flash.min.js", "JavaScript", 0, 0, 0, 0, -32, 0, 0, 0, -1, -33
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\buttons.html5.min.js", "JavaScript", 0, 0, 0, 0, -29, 0, 0, 0, -1, -30
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\buttons.print.min.js", "JavaScript", 0, 0, 0, 0, -5, 0, 0, 0, -1, -6
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\d3.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -1, -1, -3
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dataTables.bootstrap5.js", "JavaScript", 0, 0, 0, 0, -131, 0, 0, -26, -28, -185
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dataTables.buttons.min.js", "JavaScript", 0, 0, 0, 0, -39, 0, 0, -4, -1, -44
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dataTables.checkboxes.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -2, 0, -3
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dataTables.keyTable.min.js", "JavaScript", 0, 0, 0, 0, -22, 0, 0, -4, -1, -27
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dataTables.responsive.min.js", "JavaScript", 0, 0, 0, 0, -34, 0, 0, -14, -1, -49
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dataTables.select.min.js", "JavaScript", 0, 0, 0, 0, -24, 0, 0, -4, -1, -29
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dragula.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\dropzone.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\frappe-gantt.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, -1, -2
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\fullcalendar.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -5, 0, -6
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\gmaps.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -1, 0, -2
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\handlebars.min.js", "JavaScript", 0, 0, 0, 0, -3, 0, 0, -26, 0, -29
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\ion.rangeSlider.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -1, 0, -2
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-1.2.2.min.js", "JavaScript", 0, 0, 0, 0, -2, 0, 0, -6, 0, -8
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-au-mill-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-ca-lcc-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-es-merc.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-es-mill.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-europe-mill-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-fr-merc-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-in-mill-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-uk-mill-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-us-il-chicago-mill-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-us-merc-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery-jvectormap-world-mill-en.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery.dataTables.min.js", "JavaScript", 0, 0, 0, 0, -164, 0, 0, -4, -1, -169
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery.rateit.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -4, -1, -6
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jquery.sparkline.min.js", "JavaScript", 0, 0, 0, 0, -2, 0, 0, 0, -1, -3
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\jstree.min.js", "JavaScript", 0, 0, 0, 0, -5, 0, 0, -1, 0, -6
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\quill.min.js", "JavaScript", 0, 0, 0, 0, -1, 0, 0, -7, 0, -8
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\responsive.bootstrap5.min.js", "JavaScript", 0, 0, 0, 0, -8, 0, 0, -4, -1, -13
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\simplemde.min.js", "JavaScript", 0, 0, 0, 0, -9, 0, 0, -6, 0, -15
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\template_assets\js\vendor\typeahead.bundle.min.js", "JavaScript", 0, 0, 0, 0, -2, 0, 0, -5, -1, -8
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\index.html", "HTML", 0, 0, 0, -278, 0, 0, 0, -212, -47, -537
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\main.ts", "TypeScript", -4, 0, 0, 0, 0, 0, 0, 0, -4, -8
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\styles.css", "CSS", 0, -39, 0, 0, 0, 0, 0, -17, -3, -59
"Total", "-", -3120, -66015, -1504, -278, -20121, -21746, -2614, -3658, -6214, -125270
