"filename", "language", "HTML", "CSS", "TypeScript", "JavaScript", "comment", "blank", "total"
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\FixedAsset\garama\services\fixed-recon-automatic.service.ts", "TypeScript", 0, 0, 61, 0, 4, 10, 75
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\FixedAsset\guards\role-fixed-asset.guard.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 5, 17
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\FixedAsset\guards\role-fixed-asset.guard.ts", "TypeScript", 0, 0, 17, 0, 0, 3, 20
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\reco-stoke\reco-stoke.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\reco-stoke\reco-stoke.component.html", "HTML", 1, 0, 0, 0, 0, 1, 2
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\reco-stoke\reco-stoke.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\reco-stoke\reco-stoke.component.ts", "TypeScript", 0, 0, 8, 0, 0, 3, 11
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\stock-view\stock-view.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\stock-view\stock-view.component.html", "HTML", 19, 0, 0, 0, 10, 4, 33
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\stock-view\stock-view.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\stock-view\stock-view.component.ts", "TypeScript", 0, 0, 8, 0, 0, 3, 11
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\view-stocke-matched\view-stocke-matched.component.css", "CSS", 0, 110, 0, 0, 21, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\view-stocke-matched\view-stocke-matched.component.html", "HTML", 229, 0, 0, 0, 33, 36, 298
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\view-stocke-matched\view-stocke-matched.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\components\view-stocke-matched\view-stocke-matched.component.ts", "TypeScript", 0, 0, 1261, 0, 226, 48, 1535
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\services\stoke.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 5, 17
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\MMS\services\stoke.service.ts", "TypeScript", 0, 0, 7, 0, 0, 3, 10
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-auto\payable-auto.component.css", "CSS", 0, 26, 0, 0, 7, 3, 36
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-auto\payable-auto.component.html", "HTML", 136, 0, 0, 0, 36, 15, 187
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-auto\payable-auto.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-auto\payable-auto.component.ts", "TypeScript", 0, 0, 1259, 0, 183, 32, 1474
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-matched\payable-matched.component.css", "CSS", 0, 110, 0, 0, 21, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-matched\payable-matched.component.html", "HTML", 229, 0, 0, 0, 50, 40, 319
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-matched\payable-matched.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-matched\payable-matched.component.ts", "TypeScript", 0, 0, 1032, 0, 248, 41, 1321
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reco\payable-reco.component.css", "CSS", 0, 26, 0, 0, 7, 3, 36
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reco\payable-reco.component.html", "HTML", 10, 0, 0, 0, 0, 3, 13
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reco\payable-reco.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reco\payable-reco.component.ts", "TypeScript", 0, 0, 8, 0, 0, 3, 11
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reconcile\payable-reconcile.component.css", "CSS", 0, 110, 0, 0, 21, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reconcile\payable-reconcile.component.html", "HTML", 290, 0, 0, 0, 64, 28, 382
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reconcile\payable-reconcile.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-reconcile\payable-reconcile.component.ts", "TypeScript", 0, 0, 1831, 0, 266, 47, 2144
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-unmatch\payable-unmatch.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-unmatch\payable-unmatch.component.html", "HTML", 170, 0, 0, 0, 33, 32, 235
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-unmatch\payable-unmatch.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\payable-unmatch\payable-unmatch.component.ts", "TypeScript", 0, 0, 792, 0, 336, 35, 1163
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-edited-payable\view-edited-payable.component.css", "CSS", 0, 10, 0, 0, 0, 0, 10
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-edited-payable\view-edited-payable.component.html", "HTML", 47, 0, 0, 0, 1, 6, 54
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-edited-payable\view-edited-payable.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-edited-payable\view-edited-payable.component.ts", "TypeScript", 0, 0, 572, 0, 99, 54, 725
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-match-with-reson-payable\view-match-with-reson-payable.component.css", "CSS", 0, 110, 0, 0, 21, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-match-with-reson-payable\view-match-with-reson-payable.component.html", "HTML", 206, 0, 0, 0, 33, 30, 269
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-match-with-reson-payable\view-match-with-reson-payable.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-match-with-reson-payable\view-match-with-reson-payable.component.ts", "TypeScript", 0, 0, 940, 0, 207, 52, 1199
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-payable\view-payable.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-payable\view-payable.component.html", "HTML", 18, 0, 0, 0, 0, 1, 19
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-payable\view-payable.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\Payable\components\view-payable\view-payable.component.ts", "TypeScript", 0, 0, 8, 0, 0, 3, 11
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-remark-replay\account-remark-replay.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-remark-replay\account-remark-replay.component.html", "HTML", 105, 0, 0, 0, 2, 20, 127
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-remark-replay\account-remark-replay.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-remark-replay\account-remark-replay.component.ts", "TypeScript", 0, 0, 167, 0, 13, 34, 214
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-rmark\account-rmark.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-rmark\account-rmark.component.html", "HTML", 40, 0, 0, 0, 0, 3, 43
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-rmark\account-rmark.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\account-rmark\account-rmark.component.ts", "TypeScript", 0, 0, 644, 0, 127, 27, 798
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-accounts\all-accounts.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-accounts\all-accounts.component.html", "HTML", 29, 0, 0, 0, 0, 2, 31
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-accounts\all-accounts.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-accounts\all-accounts.component.ts", "TypeScript", 0, 0, 483, 0, 45, 40, 568
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-currencies\all-currencies.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-currencies\all-currencies.component.html", "HTML", 35, 0, 0, 0, 1, 1, 37
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-currencies\all-currencies.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\all-currencies\all-currencies.component.ts", "TypeScript", 0, 0, 525, 0, 52, 40, 617
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-accounts\approved-accounts.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-accounts\approved-accounts.component.html", "HTML", 35, 0, 0, 0, 4, 2, 41
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-accounts\approved-accounts.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-accounts\approved-accounts.component.ts", "TypeScript", 0, 0, 458, 0, 57, 42, 557
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-currencies\approved-currencies.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-currencies\approved-currencies.component.html", "HTML", 35, 0, 0, 0, 4, 1, 40
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-currencies\approved-currencies.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\approved-currencies\approved-currencies.component.ts", "TypeScript", 0, 0, 500, 0, 67, 36, 603
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-account\create-account.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-account\create-account.component.html", "HTML", 161, 0, 0, 0, 36, 14, 211
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-account\create-account.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-account\create-account.component.ts", "TypeScript", 0, 0, 283, 0, 15, 20, 318
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-currency\create-currency.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-currency\create-currency.component.html", "HTML", 135, 0, 0, 0, 12, 26, 173
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-currency\create-currency.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\create-currency\create-currency.component.ts", "TypeScript", 0, 0, 178, 0, 13, 20, 211
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-edit\currency-edit.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-edit\currency-edit.component.html", "HTML", 146, 0, 0, 0, 1, 26, 173
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-edit\currency-edit.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-edit\currency-edit.component.ts", "TypeScript", 0, 0, 251, 0, 20, 44, 315
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-list\currency-list.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-list\currency-list.component.html", "HTML", 52, 0, 0, 0, 0, 8, 60
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-list\currency-list.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-list\currency-list.component.ts", "TypeScript", 0, 0, 516, 0, 239, 42, 797
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-remark-edit\currency-remark-edit.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-remark-edit\currency-remark-edit.component.html", "HTML", 1, 0, 0, 0, 0, 1, 2
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-remark-edit\currency-remark-edit.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\currency-remark-edit\currency-remark-edit.component.ts", "TypeScript", 0, 0, 8, 0, 0, 3, 11
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account-rmark\edit-account-rmark.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account-rmark\edit-account-rmark.component.html", "HTML", 107, 0, 0, 0, 2, 25, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account-rmark\edit-account-rmark.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account-rmark\edit-account-rmark.component.ts", "TypeScript", 0, 0, 251, 0, 14, 12, 277
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account\edit-account.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account\edit-account.component.html", "HTML", 165, 0, 0, 0, 12, 17, 194
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account\edit-account.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-account\edit-account.component.ts", "TypeScript", 0, 0, 330, 0, 15, 40, 385
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-currency-remark\edit-currency-remark.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-currency-remark\edit-currency-remark.component.html", "HTML", 107, 0, 0, 0, 2, 25, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-currency-remark\edit-currency-remark.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-currency-remark\edit-currency-remark.component.ts", "TypeScript", 0, 0, 251, 0, 12, 11, 274
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-accounts\edit-pending-accounts.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-accounts\edit-pending-accounts.component.html", "HTML", 164, 0, 0, 0, 36, 14, 214
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-accounts\edit-pending-accounts.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-accounts\edit-pending-accounts.component.ts", "TypeScript", 0, 0, 335, 0, 15, 16, 366
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-currencies\edit-pending-currencies.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-currencies\edit-pending-currencies.component.html", "HTML", 146, 0, 0, 0, 48, 25, 219
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-currencies\edit-pending-currencies.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\edit-pending-currencies\edit-pending-currencies.component.ts", "TypeScript", 0, 0, 247, 0, 23, 39, 309
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\file-upload\file-upload.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\file-upload\file-upload.component.html", "HTML", 222, 0, 0, 0, 9, 11, 242
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\file-upload\file-upload.component.spec.ts", "TypeScript", 0, 0, 22, 0, 1, 6, 29
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\file-upload\file-upload.component.ts", "TypeScript", 0, 0, 1171, 0, 194, 42, 1407
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-core\edited-issue-core.component.css", "CSS", 0, 10, 0, 0, 0, 0, 10
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-core\edited-issue-core.component.html", "HTML", 47, 0, 0, 0, 1, 6, 54
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-core\edited-issue-core.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-core\edited-issue-core.component.ts", "TypeScript", 0, 0, 573, 0, 99, 54, 726
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-qbs\edited-issue-qbs.component.css", "CSS", 0, 10, 0, 0, 0, 0, 10
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-qbs\edited-issue-qbs.component.html", "HTML", 47, 0, 0, 0, 1, 6, 54
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-qbs\edited-issue-qbs.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\edited-issue-qbs\edited-issue-qbs.component.ts", "TypeScript", 0, 0, 573, 0, 99, 54, 726
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-core-reversal-matched\issue-core-reversal-matched.component.css", "CSS", 0, 111, 0, 0, 20, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-core-reversal-matched\issue-core-reversal-matched.component.html", "HTML", 105, 0, 0, 0, 254, 14, 373
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-core-reversal-matched\issue-core-reversal-matched.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-core-reversal-matched\issue-core-reversal-matched.component.ts", "TypeScript", 0, 0, 669, 0, 227, 29, 925
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-matched\issue-matched.component.css", "CSS", 0, 111, 0, 0, 20, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-matched\issue-matched.component.html", "HTML", 197, 0, 0, 0, 151, 27, 375
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-matched\issue-matched.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-matched\issue-matched.component.ts", "TypeScript", 0, 0, 975, 0, 337, 51, 1363
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-qbs-reversalmatched\issue-qbs-reversalmatched.component.css", "CSS", 0, 111, 0, 0, 20, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-qbs-reversalmatched\issue-qbs-reversalmatched.component.html", "HTML", 105, 0, 0, 0, 254, 14, 373
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-qbs-reversalmatched\issue-qbs-reversalmatched.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-qbs-reversalmatched\issue-qbs-reversalmatched.component.ts", "TypeScript", 0, 0, 918, 0, 335, 39, 1292
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-unmatched\issue-unmatched.component.css", "CSS", 0, 111, 0, 0, 20, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-unmatched\issue-unmatched.component.html", "HTML", 134, 0, 0, 0, 151, 18, 303
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-unmatched\issue-unmatched.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\issue-unmatched\issue-unmatched.component.ts", "TypeScript", 0, 0, 706, 0, 318, 31, 1055
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\matched-reason\matched-reason.component.css", "CSS", 0, 110, 0, 0, 21, 3, 134
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\matched-reason\matched-reason.component.html", "HTML", 192, 0, 0, 0, 49, 28, 269
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\matched-reason\matched-reason.component.spec.ts", "TypeScript", 0, 0, 18, 0, 0, 6, 24
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\matched-reason\matched-reason.component.ts", "TypeScript", 0, 0, 932, 0, 240, 65, 1237
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-auto-issue\recon-auto-issue.component.css", "CSS", 0, 113, 0, 0, 21, 3, 137
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-auto-issue\recon-auto-issue.component.html", "HTML", 135, 0, 0, 0, 0, 16, 151
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-auto-issue\recon-auto-issue.component.spec.ts", "TypeScript", 0, 0, 22, 0, 1, 6, 29
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-auto-issue\recon-auto-issue.component.ts", "TypeScript", 0, 0, 1653, 0, 642, 46, 2341
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-manual-issue\recon-manual-issue.component.css", "CSS", 0, 114, 0, 0, 22, 2, 138
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-manual-issue\recon-manual-issue.component.html", "HTML", 293, 0, 0, 0, 13, 28, 334
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-manual-issue\recon-manual-issue.component.spec.ts", "TypeScript", 0, 0, 22, 0, 1, 6, 29
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\recon-manual-issue\recon-manual-issue.component.ts", "TypeScript", 0, 0, 2317, 0, 375, 51, 2743
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\reconcile-issue\reconcile-issue.component.css", "CSS", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\c\components\issue_account\c\reconcile-issue\reconcile-issue.component.html", "HTML", 27, 0, 0, 0, 8, 0, 35
